policy,trial_id,trace_rows,force_trace_present,trace_start_policy_step,force_on_policy_step,force_onset_steps_from_trace_start,force_rows,response_rows,final_trace_impulse_Ns,peak_external_force_N,both_contact_response_rate,any_contact_loss_response,peak_response_rel_speed_mps,mean_response_rel_speed_mps,peak_box_lin_speed_mps,peak_box_ang_speed_radps,mean_resistive_hand_force_N,peak_resistive_hand_force_N,mean_force_closure_residual,peak_force_closure_residual,mean_combined_hand_proxy_N,mean_hand_load_asymmetry
official,T0036,1732,1,24034,24252.0,218.0,460,860,26.100736284919385,12.139877319335938,0.7011627906976744,1.0,1.4618549346923828,0.4305010463176079,1.6842389106750488,7.517393112182617,10.452343089770265,98.97574615478516,0.4063572850754839,1.0,12.114589864691329,0.15494277555032546
official,T0037,1520,1,24468,24708.0,240.0,160,560,0.7173563023266718,1.1036250591278076,0.9571428571428572,1.0,1.6704275608062744,0.23335742390315448,2.1934914588928223,8.072210311889648,-1.420773096099895,31.283706665039062,0.16112512488970035,1.0,11.324837783271713,0.18161050854271577
official,T0038,2208,1,24849,25236.0,387.0,260,660,1.2691687026785303,1.103624939918518,0.3712121212121212,1.0,1.709546446800232,0.506282511505891,2.5909576416015625,4.70150089263916,3.598225764140035,62.10494995117188,0.6634145015108516,1.0,5.194436594934174,0.08776695615079282
official,T0039,1616,1,25402,25591.0,189.0,460,860,2.372793640134728,1.103624939918518,0.10116279069767442,1.0,1.8815689086914065,0.40531058463289643,1.6949530839920044,7.55608606338501,-1.3448622705198305,49.02558517456055,0.8223664860825899,1.0,6.0471264754394936,0.5398921184796098
official,T0040,1504,1,25807,26043.0,236.0,160,560,2.152069035304329,3.310875415802002,0.9964285714285714,1.0,0.4749748110771179,0.24125754885442022,1.7056050300598145,2.627117872238159,-2.0240709482692183,3.940533638000488,0.12385050055683158,0.9993342757225036,10.077116242689746,0.1327512246221366
official,T0041,876,0,26184,,,0,0,0.0,,,,,,,,,,,,,
official,T0042,2584,1,26404,26835.0,431.0,460,860,7.118381656570143,3.310875177383423,0.4511627906976744,1.0,2.031317949295044,0.42302098857931963,2.2179534435272217,3.3386476039886475,-1.2454653168140455,28.121232986450195,0.6264398820487089,1.0,2.844160778751207,0.07399977493800983
official,T0043,1404,1,27051,27262.0,211.0,160,560,3.586781334759197,5.518125057220459,0.9857142857142858,1.0,0.6076226830482483,0.21085488209500908,1.6976990699768066,6.102996826171875,-3.497855490036974,8.03296184539795,0.16841662566356327,0.99984472990036,14.548862794866519,0.1811944449760176
official,T0044,1540,1,27403,27623.0,220.0,260,660,6.345843841038668,5.518125057220459,0.8893939393939394,1.0,1.5837548971176147,0.3677555579240575,2.2190537452697754,7.158705234527588,-0.8052682517322175,21.707862854003903,0.2386634608660119,1.0,13.037926582314752,0.18524882575818055
official,T0045,3832,0,27789,,,0,0,0.0,,,,,,,,,,,,,
official,T0046,6004,0,28748,,,0,0,0.0,,,,,,,,,,,,,
official,T0047,6004,0,30250,,,0,0,0.0,,,,,,,,,,,,,
official,T0048,852,1,31752,31941.0,189.0,96,96,3.1287770426569965,7.725375652313232,0.5416666666666666,1.0,1.80999219417572,0.9933446571230888,1.9989436864852903,11.081113815307615,-10.588864035943212,29.644384384155277,0.3615887703684469,1.0,69.42585799035926,0.47723207392846234
official,T0049,6004,0,31966,,,0,0,0.0,,,,,,,,,,,,,
official,T0050,1496,1,33468,33677.0,209.0,260,660,11.422519648000106,9.932625770568848,0.04242424242424243,1.0,4.415793895721436,1.320358354033846,2.6735775470733643,14.610020637512209,-2.8313089022088342,87.50863647460938,0.8963014374910431,1.0,9.274022797449971,0.1539785652915298
official,T0051,3084,1,33843,34399.0,556.0,460,860,21.355143383877877,9.932624816894531,0.42674418604651165,1.0,2.127420663833618,0.5732422715161256,2.3859145641326904,6.627842903137207,-0.23614156810176928,43.28850936889648,0.6371723666797977,1.0,8.176642628741819,0.19312216253006334
official,T0052,1452,1,34615,34838.0,223.0,160,560,7.89092022864419,12.139877319335938,1.0,0.0,0.3682763278484344,0.2024625676018851,1.5433169603347778,1.869467496871948,0.0652831066865474,4.279652118682861,0.10723083934946247,0.6507393717765808,3.7943633081391455,0.06728741323692827
official,T0053,1592,1,34979,35212.0,233.0,260,660,13.96085794782218,12.13987636566162,0.7484848484848485,1.0,1.9091285467147827,0.5272005514552196,2.374769687652588,6.971115112304688,-2.169795363334318,26.949583053588867,0.3359006442159598,1.0,10.344629825380716,0.15445366409385866
official,T0054,1844,1,35378,35624.0,246.0,460,860,26.100736231345053,12.139877319335938,0.586046511627907,1.0,1.2776623964309692,0.4412472711356227,2.134155750274658,8.01578426361084,-0.7840214416059818,15.658936500549316,0.49049803003882664,1.0,6.391866449855788,0.09319924981228236
official,T0055,1344,1,35840,36036.0,196.0,160,560,0.717356359675768,1.1036251783370972,0.9857142857142858,1.0,0.79900723695755,0.25780626885326846,1.786295771598816,5.552833080291748,2.1406333363116055,56.39029693603516,0.16638993966958618,0.9995030760765076,16.167988958209754,0.19305844029453767
official,T0056,3368,1,36177,36854.0,677.0,260,660,1.2691688249265525,1.1036250591278076,0.6015151515151516,1.0,1.6761449575424194,0.45385427981276405,1.876584768295288,3.7904398441314697,4.435761325840246,65.34208679199219,0.5306188479609166,1.0,5.6988197010123365,0.16099638552316747
official,T0057,6004,0,37020,,,0,0,0.0,,,,,,,,,,,,,
official,T0058,6004,0,38522,,,0,0,0.0,,,,,,,,,,,,,
official,T0059,1600,1,40024,40259.0,235.0,260,660,3.8075064690293,3.310875177383423,0.8863636363636364,1.0,2.4509928226470947,0.37432590316077974,2.766777276992798,4.184169292449951,1.0040260343389078,43.20725631713867,0.21705269026693494,0.98362797498703,13.223554736669316,0.2698459093414523
official,T0060,2548,1,40425,40847.0,422.0,460,860,7.118381664021888,3.310875177383423,0.8244186046511628,1.0,1.208943247795105,0.3374625955242664,2.108806848526001,13.292487144470217,0.15529489465447704,9.922368049621582,0.29824437934842346,1.0,4.97494804965722,0.1124653186605428
official,T0061,6004,0,41063,,,0,0,0.0,,,,,,,,,,,,,
official,T0062,2436,1,42565,43009.0,444.0,260,660,6.345843840052631,5.518125057220459,0.46060606060606063,1.0,1.890205264091492,0.46618065087858473,1.814785361289978,8.275309562683105,0.022054439927027984,48.96199035644531,0.5817117886956442,1.0,5.545111497423866,0.17344843125600054
official,T0063,1704,1,43175,43386.0,211.0,460,860,11.86396990799202,5.518125534057617,0.7255813953488373,1.0,1.231626272201538,0.35952987062289965,1.9360370635986328,6.668602466583252,1.8805797034373701,17.93132781982422,0.4046980842792288,1.0,13.158237298638667,0.17889090603752858
official,T0064,2128,1,43602,43994.0,392.0,160,560,5.021493930969522,7.725375175476074,0.8803571428571428,1.0,1.385319471359253,0.31871745360216924,2.0862388610839844,8.078042984008789,1.4601888477536185,47.85546112060547,0.3008742297941353,0.9999999403953552,6.435511638011251,0.13892248071798735
official,T0065,1564,1,44135,44361.0,226.0,260,660,8.884182013862002,7.725375652313232,0.9863636363636363,1.0,1.4753116369247437,0.22223460003733636,2.021836996078491,4.109743118286133,1.5326113649615736,20.11402130126953,0.10966628556436098,0.9942315220832824,10.321230711361789,0.14459789620939936
official,T0066,4828,0,44527,,,0,0,0.0,,,,,,,,,,,,,
official,T0067,3360,1,45735,46435.0,700.0,160,560,6.456206208005128,9.932624816894531,0.7696428571428572,1.0,1.7870556116104126,0.38910249994535534,1.7984946966171265,3.5289173126220703,0.6378279163036495,8.436983108520508,0.34590954565524695,1.0,4.273201648412006,0.11916963843240018
official,T0068,1620,1,46576,46816.0,240.0,260,660,11.422518654204485,9.932624816894531,0.7984848484848485,1.0,2.677539587020874,0.4129119510903503,2.9868290424346924,6.241249561309815,0.7080161851915446,25.09088706970215,0.32917999904673323,1.0,9.916454458846287,0.13512226575650416
official,T0069,1704,1,46982,47193.0,211.0,460,860,21.35514342539856,9.932624816894531,0.7383720930232558,1.0,1.8015762567520144,0.4406303306435083,2.342888832092285,5.611043453216553,2.909175273996973,28.428504943847656,0.4334154113201251,1.0,14.805866147837667,0.1903025850825564
official,T0070,6004,0,47409,,,0,0,0.0,,,,,,,,,,,,,
official,T0071,1500,1,48911,49121.0,210.0,260,660,13.96085890701914,12.139877319335938,0.9939393939393939,1.0,0.5958148837089539,0.21393439303801368,1.806912541389465,3.213348388671875,1.2936745570746786,23.12359046936035,0.1858312453462559,0.9919947385787964,7.906819869690772,0.10706090508456599
official,T0072,3300,1,49287,49897.0,610.0,460,860,26.100736302838023,12.139877319335938,0.5,1.0,1.73052179813385,0.38756234223716135,1.5996273756027222,4.3556413650512695,3.550435683226516,34.37228775024414,0.5703375498382482,1.0,4.679558164505071,0.14357906742830934
official,T0073,1336,1,50113,50307.0,194.0,160,560,0.717356296424124,1.1036250591278076,0.9446428571428571,1.0,1.4615428447723389,0.24870196988673082,2.103826999664306,5.897435665130615,-10.914221435271402,81.3787612915039,0.19031207295094127,1.0,12.123336389235087,0.19293083581220083
official,T0074,1492,1,50448,50656.0,208.0,260,660,1.269168826940537,1.1036250591278076,0.7151515151515152,1.0,1.5309147834777832,0.39700814298156534,2.638923168182373,6.648980140686035,0.30931342684409835,11.492439270019531,0.3246212474146777,1.0,10.605456357923421,0.2813056433477786
official,T0075,1612,1,50822,51010.0,188.0,460,860,2.372793884308912,1.1036250591278076,0.7127906976744186,1.0,1.5188982486724854,0.41606793990791885,2.0581626892089844,5.414727687835693,-0.0007174161284468894,30.338253021240234,0.33486436502819766,0.9999999403953552,5.776057948397343,0.11072141064145141
official,T0076,1312,1,51226,51414.0,188.0,160,560,2.152069032397439,3.310875415802002,0.9928571428571429,1.0,0.4784928858280182,0.21866590868282532,1.7780667543411257,3.4134349822998047,-5.467836972621236,11.520612716674805,0.06785346653190832,0.998936891555786,7.458193011714944,0.1066721834920047
official,T0077,1444,1,51555,51751.0,196.0,260,660,3.807506489649946,3.310875177383423,0.906060606060606,1.0,0.9281948804855348,0.28429239996229155,1.9471304416656492,5.592537879943848,-1.2753739195988711,156.5683135986328,0.28133429668669124,0.9999999403953552,4.9673247953481745,0.09873867768222801
official,T0078,1620,1,51917,52107.0,190.0,460,860,7.1183811886004165,3.310874938964844,0.5604651162790698,1.0,1.5619066953659058,0.39747159691787387,1.9525446891784668,4.466617107391357,0.43505120434863276,5.7267913818359375,0.5213115969076509,1.0,4.114928832927416,0.10043289545934639
official,T0079,888,0,52323,,,0,0,0.0,,,,,,,,,,,,,
official,T0080,784,0,52546,,,0,0,0.0,,,,,,,,,,,,,
official,T0081,1724,1,52743,52959.0,216.0,460,860,11.86396891859231,5.518125057220459,0.7465116279069768,1.0,1.299411416053772,0.34519477215227345,1.8382281064987185,4.407543182373047,-0.28480250108987093,3.4448485374450684,0.3516129559956404,1.0,4.602473075930463,0.11135764038602268
official,T0082,1308,1,53175,53362.0,187.0,160,560,5.021493926499174,7.725375175476074,0.9964285714285714,1.0,0.9994474053382874,0.28174869769385885,1.8200658559799197,8.248438835144043,-15.243304527185058,26.472124099731445,0.253470658239842,1.0,17.04007623452427,0.20131751374849824
official,T0083,1428,1,53503,53695.0,192.0,260,660,8.88418151599322,7.725375175476074,0.9166666666666666,1.0,1.4628742933273315,0.2695726175905403,2.277937889099121,4.958745956420898,-2.2332218957641587,61.46804428100586,0.22117553508106733,1.0,5.182214358770712,0.11976262676846196
official,T0084,1544,1,53861,54032.0,171.0,460,860,16.609556671111683,7.725375175476074,0.7895348837209303,1.0,1.7899268865585327,0.39862336746395327,3.0476443767547607,8.75533676147461,0.8577623500207135,46.01899337768555,0.2959115757154799,1.0,10.680770483197168,0.1485860258224674
official,T0085,1400,1,54248,54458.0,210.0,160,560,6.4562061896604,9.932624816894531,0.9928571428571429,1.0,0.3576424419879913,0.19146334034324222,1.7075247764587402,2.9919416904449463,-0.38331848879876945,4.668179512023926,0.14386566157461073,1.0,5.2822706444455045,0.11733038398150317
official,T0086,1376,1,54599,54778.0,179.0,260,660,11.422518644595565,9.932624816894531,0.9954545454545455,1.0,1.2277506589889526,0.27899075913609883,2.0888445377349854,7.243748664855957,-6.820300910734769,17.9766845703125,0.13380265614638726,0.9996123313903807,8.60226232285301,0.1259110305711422
official,T0087,1560,1,54944,55119.0,175.0,460,860,21.35514146906263,9.932623863220217,0.7313953488372092,1.0,1.348164200782776,0.3618145560152655,2.633509874343872,7.72959041595459,-0.8565679769475706,20.784717559814453,0.5023040259794365,1.0,10.594472086594202,0.1849119443951654
official,T0088,1460,1,55335,55560.0,225.0,160,560,7.890920257626951,12.139877319335938,0.8767857142857143,1.0,1.2448745965957642,0.2580045453039929,1.7691208124160769,5.149899005889893,-1.1536768061724225,25.623794555664062,0.2532422576308558,0.9999999403953552,8.054057377217603,0.20232309474499094
official,T0089,1424,1,55701,55892.0,191.0,260,660,13.96085787443396,12.13987636566162,0.9787878787878788,1.0,1.9847694635391235,0.3398230087689378,2.4190168380737305,6.092500686645508,4.468247097820947,65.61593627929688,0.13363137616437268,1.0,13.17317454713312,0.1666321314885422
official,T0090,1600,1,56058,56243.0,185.0,460,860,26.10073626517534,12.139877319335938,0.8697674418604651,1.0,1.0646027326583862,0.3214772410712443,1.6905953884124756,5.442083358764648,-0.09109494317279652,35.2547607421875,0.30215802839672906,1.0,5.816240825478074,0.16343382275126925
official,T0091,1400,1,56459,56669.0,210.0,160,560,0.7173562949459407,1.1036250591278076,0.9446428571428571,1.0,1.4986993074417114,0.2751848136972902,2.525354385375977,8.002452850341797,0.8605272701874908,12.46674633026123,0.1795667235473437,1.0,11.710876396165363,0.1799139431997901
official,T0092,1372,1,56810,56988.0,178.0,260,660,1.2691688263980416,1.1036250591278076,0.9166666666666666,1.0,1.9153754711151123,0.30458708754881764,2.334447145462036,5.676976203918457,-5.555271553639041,35.186702728271484,0.2763029537134902,1.0,17.593114245682955,0.27948872559041554
official,T0093,1588,1,57154,57336.0,182.0,460,860,2.3727938933570005,1.1036250591278076,0.7418604651162791,1.0,1.7766361236572266,0.39777867468723727,1.927235960960388,3.363844394683838,1.112914118707873,24.665435791015625,0.4026139912986045,0.9999999403953552,6.23476843700506,0.15302750800931175
official,T0094,688,0,57552,,,0,0,0.0,,,,,,,,,,,,,
official,T0095,628,0,57725,,,0,0,0.0,,,,,,,,,,,,,
official,T0096,1732,1,57883,58101.0,218.0,460,860,7.118381654745917,3.310875177383423,0.5302325581395348,1.0,2.008323431015014,0.6045138882992919,2.8231239318847656,9.802460670471191,1.0157117587665832,26.42011833190918,0.5758744691230552,1.0,9.382606238975775,0.13285565822374085
official,T0097,1260,1,58317,58492.0,175.0,160,560,3.586781336324985,5.518125057220459,0.9964285714285714,1.0,0.4543284773826599,0.2242895519427423,1.7372300624847412,2.354957103729248,2.168745443577479,8.432220458984375,0.1938882419440363,0.9999995827674866,8.494602892621021,0.1932942999023778
official,T0098,5956,1,58633,59957.0,1324.0,260,660,6.34584435263507,5.518125534057617,0.7166666666666667,1.0,1.6816061735153198,0.32028599879845526,2.0252482891082764,10.221467971801758,-1.3189271494520434,24.519636154174805,0.3940807744902982,1.0,6.138820599019527,0.19374703154663261
official,T0099,1540,1,60123,60293.0,170.0,460,860,11.86396988919793,5.518125534057617,0.6593023255813953,1.0,1.8303080797195437,0.3971942783528289,2.4632492065429688,6.454716682434082,-0.9059697243883166,17.151235580444336,0.36805510547223264,1.0,6.582833810653105,0.1523171464956228
official,T0100,1236,1,60509,60678.0,169.0,160,560,5.021494183113465,7.725375652313232,0.9982142857142857,1.0,0.4074595868587494,0.1986933733502935,1.523454666137695,2.556441307067871,6.035847896457251,20.79369735717773,0.13946679752552876,0.8318899869918823,6.678718646083559,0.14803149063274235
official,T0101,1404,1,60819,61005.0,186.0,260,660,8.884181503457619,7.725375175476074,0.8772727272727273,1.0,1.027595043182373,0.2502545717652097,1.849279761314392,4.812797546386719,0.08584307684443157,4.660993576049805,0.2918011408172209,1.0,8.649709866516236,0.20896791412443705
official,T0102,664,0,61171,,,0,0,0.0,,,,,,,,,,,,,
official,T0103,660,0,61338,,,0,0,0.0,,,,,,,,,,,,,
official,T0104,1032,0,61504,,,0,0,0.0,,,,,,,,,,,,,
official,T0105,1080,0,61763,,,0,0,0.0,,,,,,,,,,,,,
official,T0106,1344,1,62034,62230.0,196.0,160,560,7.890919742572979,12.13987636566162,0.9928571428571429,1.0,1.4737430810928345,0.2488535296571042,2.239366292953491,10.764025688171388,-0.15042595654376784,21.639066696166992,0.07412177049970653,0.9076528549194336,5.404158398083278,0.08569171466255539
official,T0107,1148,0,62371,,,0,0,0.0,,,,,,,,,,,,,
official,T0108,560,0,62659,,,0,0,0.0,,,,,,,,,,,,,
official,T0109,1368,1,62800,63002.0,202.0,160,560,0.7173563009439488,1.1036250591278076,0.9928571428571429,1.0,0.7636327147483826,0.16798308753807625,2.184563159942627,2.4253933429718018,-1.902912670646661,59.153568267822266,0.12774397204879537,0.9958242177963256,4.5363586217164995,0.10091403930647562
official,T0110,1416,1,63143,63332.0,189.0,260,660,1.2691689527738594,1.1036251783370972,0.8409090909090909,1.0,1.224132061004639,0.3911420927919222,1.812878131866455,5.428870677947998,0.7137472872438869,21.287567138671875,0.3043233391924084,1.0,12.163130115096768,0.17536844769248008
official,T0111,1820,1,63498,63738.0,240.0,460,860,2.372793886912248,1.1036250591278076,0.4965116279069767,1.0,1.537631273269653,0.5388120687674991,1.52348530292511,3.947089672088623,-2.7321265251657296,96.8590316772461,0.6117111299728412,1.0,4.488368298858404,0.11499588462968457
official,T0112,1448,1,63954,64176.0,222.0,160,560,2.152068903249777,3.310875177383423,0.9946428571428572,1.0,1.398789882659912,0.2926239505077579,1.7123676538467407,2.831960916519165,4.22349990196526,60.55521774291992,0.26268843421213595,0.9192535281181335,10.736427447093385,0.16334698331941452
official,T0113,1452,1,64317,64515.0,198.0,260,660,3.8075067350243543,3.310875415802002,0.9848484848484849,1.0,1.0791743993759155,0.2540792455388741,2.0919764041900635,15.100040435791016,7.776143397035247,154.8316192626953,0.11412105711536821,0.9999999403953552,9.838111122042843,0.13424630712353527
official,T0114,728,0,64681,,,0,0,0.0,,,,,,,,,,,,,
official,T0115,612,0,64864,,,0,0,0.0,,,,,,,,,,,,,
official,T0116,1428,1,65018,65210.0,192.0,260,660,6.345844357888892,5.518125534057617,0.7954545454545454,1.0,1.7874640226364136,0.3413748373700814,2.0235869884490967,5.606015682220459,0.18870275214624901,7.971041202545166,0.3260497421715902,1.0,9.387964721791672,0.15805911489952093
official,T0117,656,0,65376,,,0,0,0.0,,,,,,,,,,,,,
official,T0118,1284,1,65541,65722.0,181.0,160,560,5.021493901090367,7.725375175476074,0.9892857142857143,1.0,0.4781064093112945,0.23777926483058504,1.845866084098816,2.5496013164520264,9.144925556451614,83.1912612915039,0.1547850160445835,0.9999999403953552,11.07772955117481,0.14998655769122707
official,T0119,716,0,65863,,,0,0,0.0,,,,,,,,,,,,,
official,T0120,1624,1,66043,66234.0,191.0,460,860,16.609556690073408,7.725375175476074,0.7220930232558139,1.0,1.4581762552261353,0.35561221121528813,1.9822790622711184,4.200353145599365,-7.481575430574459,20.32193374633789,0.4243098754048629,0.9999999403953552,9.290409383125777,0.12711176381349634
official,T0121,592,0,66450,,,0,0,0.0,,,,,,,,,,,,,
official,T0122,1676,1,66599,66853.0,254.0,260,660,11.42251860499107,9.932624816894531,0.7833333333333333,1.0,1.9457038640975952,0.3168681239201264,2.504238605499268,6.283632755279541,2.9616280849317485,66.93636322021484,0.34879374659874224,1.0,6.355386487823544,0.14854405798114106
official,T0123,1672,1,67019,67222.0,203.0,460,860,21.35514346347335,9.932624816894531,0.8116279069767441,1.0,1.5189090967178345,0.31204810132987276,2.594210147857666,7.678431510925293,-7.755713896843236,43.75621032714844,0.4290268822139952,1.0,10.431046794996012,0.1585077812698897
official,T0124,1324,1,67438,67629.0,191.0,160,560,7.890920233342713,12.139877319335938,0.9964285714285714,1.0,0.410999447107315,0.18967495868980352,1.7662736177444458,2.1381311416625977,-3.2112129910849037,20.532859802246094,0.13750945871724976,0.8306032419204712,5.008717394354088,0.1023244929547997
official,T0125,1500,1,67770,67980.0,210.0,260,660,13.960856814020714,12.139875411987305,0.8651515151515151,1.0,1.6464431285858154,0.43216006235275983,2.419180631637573,15.166736602783203,1.11949012938774,154.61827087402344,0.27192067384550517,1.0,15.009502028132028,0.1513718377457928
official,T0126,1784,1,68146,68377.0,231.0,460,860,26.100734260298896,12.13987636566162,0.7348837209302326,1.0,1.6200969219207764,0.41652154634858285,2.3174374103546143,4.700761318206787,-0.8107957920471076,19.140457153320312,0.3647415543970013,0.9999999403953552,4.627836532128412,0.08525009230066896
official,T0127,1312,1,68593,68781.0,188.0,160,560,0.717356310681217,1.1036250591278076,0.9875,1.0,0.5852610468864441,0.23138416734457548,2.0364253520965576,2.617830276489258,5.457537847361527,28.449970245361328,0.302171233266459,0.9894939064979552,7.027641925242331,0.1542660461679588
official,T0128,1376,1,68922,69101.0,179.0,260,660,1.2691689545529767,1.1036251783370972,0.990909090909091,1.0,1.776947259902954,0.2487051474494916,2.287827014923096,5.584400177001953,0.24587465186151816,16.14472198486328,0.16047094875071763,0.9996082186698914,5.007128418688521,0.09868782178091347
