policy,trial_id,checkpoint,seed,profile,direction,beta,hold_duration,pulse_duration,ramp_up_s,ramp_down_s,box_mass,peak_force_N,impulse_Ns,physical_failure,termination_reason,contact_loss,max_hand_box_relative_speed,box_displacement_along_force,robot_displacement_along_force,final_confirmed_carry,task_success,object2goal_distance_final,initial_state_signature_sha1,initial_state_signature_json,policy_label,scheduled_force,condition_id,trace_rows,force_trace_present,trace_start_policy_step,force_on_policy_step,force_onset_steps_from_trace_start,force_rows,response_rows,final_trace_impulse_Ns,peak_external_force_N,both_contact_response_rate,any_contact_loss_response,peak_response_rel_speed_mps,mean_response_rel_speed_mps,peak_box_lin_speed_mps,peak_box_ang_speed_radps,mean_resistive_hand_force_N,peak_resistive_hand_force_N,mean_force_closure_residual,peak_force_closure_residual,mean_combined_hand_proxy_N,mean_hand_load_asymmetry
official,T0049,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,+box_y,0.9,0.5,0.1,0.15,0.15,1.125,9.932625,0.0,1,box_tilt|timeout,0,,,,0,0,4.000012397766113,8686b8759e303de1b9dcd8c4226ee5761c093f21,"{""box_angular_velocity"":[0.052818909,-0.617193997,0.097779892],""box_linear_velocity"":[0.099004783,0.001751711,-0.153116554],""box_mass"":1.125,""box_pose"":[0.551801264,2.9169e-05,0.133338079,-0.004432955,-0.004249581,0.764709473,0.64434588],""dof_position"":[-0.115173273,-0.065072939,-0.012358559,0.300250351,-0.195336089,-0.019023187,-0.082784683,0.029120829,0.001185883,0.296218961,-0.224485591,0.03952783,0.047393195,0.019156681,-0.040112667,-0.043043997,0.18166624,0.012035387,1.148338437,0.008116276,-0.077845,0.0535734,-0.037792016,-0.151439279,0.007985869,1.154733062,-0.111371219,0.014442697,-0.007521289],""dof_velocity"":[1.482971191,0.704375625,2.087524414,-2.442824841,1.301244497,0.711632669,1.513340116,-0.998463988,-1.990904808,-1.051182866,1.436479807,-2.257259607,-2.372484446,-0.354048729,0.600233555,2.464917421,-1.173290372,0.213890702,-1.471856356,-0.605654061,-0.288861006,1.063053846,-0.156221375,1.539267898,-0.361408114,1.440126777,-0.985117376,-1.490123034,-0.812418342],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.641172588,0.957930326,1.166464686],""robot_root_linear_velocity"":[0.107858129,-0.061188579,0.207180291],""robot_root_pose"":[2.304544687,-0.00031296,0.805772424,0.016877344,0.006440034,0.99978596,-0.010084333]}",official carrybox.pt,False,1|smooth_hold|+box_y|0.9|0.5,6004,0,31966,,,0,0,0.0,,,,,,,,,,,,,
official,T0050,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,+box_y,0.9,1.0,0.1,0.15,0.15,1.125,9.932624816894531,11.422519648000106,0,,1,4.33712911605835,1.218765377998352,2.8273513317108154,0,0,2.0542361736297607,feb760869c8d61c92525c1aec637cd610ee840b7,"{""box_angular_velocity"":[0.052842747,-0.61719054,0.097824998],""box_linear_velocity"":[0.099010624,0.001752564,-0.153113946],""box_mass"":1.125,""box_pose"":[0.551801324,2.9186e-05,0.133338109,-0.004432637,-0.004249524,0.764709771,0.644345522],""dof_position"":[-0.115175553,-0.065069757,-0.012358554,0.300250471,-0.195336059,-0.01902313,-0.082788214,0.029124005,0.001185767,0.296220094,-0.224486038,0.039528009,0.047394298,0.019159438,-0.040115334,-0.043043405,0.181665882,0.012035158,1.148338318,0.008115727,-0.077845164,0.053573489,-0.03779199,-0.15143986,0.007986026,1.154733062,-0.111371472,0.014442815,-0.007521071],""dof_velocity"":[1.483340144,0.704434872,2.087417603,-2.442861795,1.301234722,0.71165669,1.513803482,-0.998402774,-1.991011143,-1.051401615,1.436434388,-2.257233143,-2.372532845,-0.353963375,0.600641668,2.464829445,-1.173267245,0.213880002,-1.471869946,-0.605693161,-0.288844049,1.063047528,-0.156301856,1.539269328,-0.361415654,1.440092206,-0.985102534,-1.490098238,-0.812430978],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.641096294,0.958246648,1.166489244],""robot_root_linear_velocity"":[0.107844263,-0.061182398,0.207182303],""robot_root_pose"":[2.304544926,-0.000313076,0.805772722,0.016876372,0.006438739,0.999786019,-0.010083556]}",official carrybox.pt,True,1|smooth_hold|+box_y|0.9|1.0,1496,1,33468,33677.0,209.0,260,660,11.422519648000106,9.932625770568848,0.04242424242424243,1.0,4.415793895721436,1.320358354033846,2.6735775470733643,14.610020637512209,-2.8313089022088342,87.50863647460938,0.8963014374910431,1.0,9.274022797449971,0.1539785652915298
official,T0051,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,+box_y,0.9,2.0,0.1,0.15,0.15,1.125,9.932624816894531,21.355143383877877,0,,1,2.0186915397644043,-1.4006669521331787,-1.710474967956543,0,1,0.0904619023203849,d25c6262c99e45e0ba09bea1b6945c647bcab5ef,"{""box_angular_velocity"":[0.052808214,-0.617190242,0.097778589],""box_linear_velocity"":[0.099004112,0.001751618,-0.153116867],""box_mass"":1.125,""box_pose"":[0.551801205,2.9167e-05,0.133338079,-0.004433006,-0.004249528,0.764709473,0.64434588],""dof_position"":[-0.115171447,-0.065072969,-0.012358908,0.300252199,-0.195337623,-0.019023191,-0.082780063,0.029120915,0.001185681,0.29621917,-0.224490404,0.039527889,0.047392298,0.019156683,-0.040112685,-0.043042321,0.181666359,0.01203437,1.148337126,0.008116164,-0.077844225,0.053573303,-0.037789889,-0.15143922,0.007987038,1.154733062,-0.111370213,0.014443208,-0.007521573],""dof_velocity"":[1.481174946,0.704419255,2.087816477,-2.442387342,1.301084042,0.711621106,1.511320233,-0.998404622,-1.990624309,-1.049812555,1.435441017,-2.257246494,-2.37233305,-0.354247063,0.597989321,2.465707779,-1.173234701,0.213737682,-1.472039104,-0.605637789,-0.288792968,1.063018918,-0.155504495,1.539314628,-0.361089081,1.440046549,-0.985038877,-1.490076303,-0.812443018],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.641197026,0.956390202,1.166332722],""robot_root_linear_velocity"":[0.107869014,-0.061186399,0.207164809],""robot_root_pose"":[2.30454421,-0.000312975,0.805772662,0.016878201,0.006439881,0.99978596,-0.01008481]}",official carrybox.pt,True,1|smooth_hold|+box_y|0.9|2.0,3084,1,33843,34399.0,556.0,460,860,21.355143383877877,9.932624816894531,0.42674418604651165,1.0,2.127420663833618,0.5732422715161256,2.3859145641326904,6.627842903137207,-0.23614156810176928,43.28850936889648,0.6371723666797977,1.0,8.176642628741819,0.19312216253006334
official,T0052,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,+box_y,1.1,0.5,0.1,0.15,0.15,1.125,12.13987636566162,7.89092022864419,0,,0,0.3582911193370819,2.5626251697540283,2.499997615814209,1,0,0.3219793736934662,f6936cca5ef22f78f0b35a25f081d515486b5b36,"{""box_angular_velocity"":[0.05284534,-0.61702013,0.097947039],""box_linear_velocity"":[0.099015012,0.001754175,-0.153113544],""box_mass"":1.125,""box_pose"":[0.551801383,2.9214e-05,0.133338124,-0.004432308,-0.004249298,0.764710605,0.644344509],""dof_position"":[-0.115191996,-0.065073051,-0.0123576,0.300245881,-0.19533287,-0.019023195,-0.08282119,0.029119929,0.001185977,0.29622367,-0.224467203,0.039527718,0.047397617,0.019156447,-0.040119868,-0.04304966,0.181666121,0.012037138,1.148338675,0.008112586,-0.077846833,0.053574931,-0.037800685,-0.151440069,0.007985147,1.154733062,-0.111372054,0.014443087,-0.007520602],""dof_velocity"":[1.481886268,0.704314351,2.087352753,-2.44247508,1.30074811,0.711638272,1.511525512,-0.998544872,-1.991056085,-1.050773501,1.436299205,-2.257277489,-2.372469425,-0.353990585,0.599865556,2.464985609,-1.17322576,0.213567615,-1.472483039,-0.606253028,-0.288605511,1.063215256,-0.156311378,1.539145231,-0.360893905,1.439413548,-0.984683752,-1.489753723,-0.812497914],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.641153336,0.95710963,1.166251063],""robot_root_linear_velocity"":[0.107999034,-0.061194066,0.207168967],""robot_root_pose"":[2.304546356,-0.00031313,0.805772722,0.016868945,0.006440106,0.999786198,-0.010080459]}",official carrybox.pt,True,1|smooth_hold|+box_y|1.1|0.5,1452,1,34615,34838.0,223.0,160,560,7.89092022864419,12.139877319335938,1.0,0.0,0.3682763278484344,0.2024625676018851,1.5433169603347778,1.869467496871948,0.0652831066865474,4.279652118682861,0.10723083934946247,0.6507393717765808,3.7943633081391455,0.06728741323692827
official,T0053,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,+box_y,1.1,1.0,0.1,0.15,0.15,1.125,12.13987636566162,13.96085794782218,0,,1,1.8664470911026,2.227635383605957,2.477375268936157,0,1,0.0819609761238098,2397a8cd446cdfc529950f86c617c3114a237e3d,"{""box_angular_velocity"":[0.053987682,-0.617279768,0.098196477],""box_linear_velocity"":[0.099193439,0.001765673,-0.15302828],""box_mass"":1.125,""box_pose"":[0.551804423,2.9401e-05,0.133339554,-0.004427934,-0.004258689,0.764711797,0.644343078],""dof_position"":[-0.115150966,-0.065058082,-0.012355813,0.300263435,-0.195334032,-0.019014994,-0.082767442,0.029136553,0.001187839,0.296232581,-0.224481568,0.039536979,0.047357935,0.019219963,-0.040070519,-0.043043971,0.181637704,0.012045368,1.148337007,0.008082738,-0.077843994,0.053590406,-0.037615836,-0.151187539,0.008060858,1.154542208,-0.111484051,0.014397577,-0.007786938],""dof_velocity"":[1.48314631,0.704858303,2.088230133,-2.442528248,1.302035093,0.711913228,1.512810469,-0.997987688,-1.990302086,-1.050264001,1.437219858,-2.25693059,-2.374534369,-0.350572169,0.601652741,2.465342283,-1.174687982,0.213780463,-1.472155452,-0.608684242,-0.288791835,1.063822746,-0.15575327,1.550905704,-0.361499548,1.45055306,-0.993572056,-1.504515886,-0.820421934],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.639497697,0.958979547,1.165001988],""robot_root_linear_velocity"":[0.10829784,-0.061899088,0.206811905],""robot_root_pose"":[2.304552317,-0.000326147,0.805767059,0.016895054,0.006423004,0.9997859,-0.0100768]}",official carrybox.pt,True,1|smooth_hold|+box_y|1.1|1.0,1592,1,34979,35212.0,233.0,260,660,13.96085794782218,12.13987636566162,0.7484848484848485,1.0,1.9091285467147827,0.5272005514552196,2.374769687652588,6.971115112304688,-2.169795363334318,26.949583053588867,0.3359006442159598,1.0,10.344629825380716,0.15445366409385866
official,T0054,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,+box_y,1.1,2.0,0.1,0.15,0.15,1.125,12.13987636566162,26.100736231345053,0,,1,1.231824517250061,1.9438204765319824,2.200242280960083,0,1,0.0992184206843376,8686b8759e303de1b9dcd8c4226ee5761c093f21,"{""box_angular_velocity"":[0.052818909,-0.617193997,0.097779892],""box_linear_velocity"":[0.099004783,0.001751711,-0.153116554],""box_mass"":1.125,""box_pose"":[0.551801264,2.9169e-05,0.133338079,-0.004432955,-0.004249581,0.764709473,0.64434588],""dof_position"":[-0.115173273,-0.065072939,-0.012358559,0.300250351,-0.195336089,-0.019023187,-0.082784683,0.029120829,0.001185883,0.296218961,-0.224485591,0.03952783,0.047393195,0.019156681,-0.040112667,-0.043043997,0.18166624,0.012035387,1.148338437,0.008116276,-0.077845,0.0535734,-0.037792016,-0.151439279,0.007985869,1.154733062,-0.111371219,0.014442697,-0.007521289],""dof_velocity"":[1.482971191,0.704375625,2.087524414,-2.442824841,1.301244497,0.711632669,1.513340116,-0.998463988,-1.990904808,-1.051182866,1.436479807,-2.257259607,-2.372484446,-0.354048729,0.600233555,2.464917421,-1.173290372,0.213890702,-1.471856356,-0.605654061,-0.288861006,1.063053846,-0.156221375,1.539267898,-0.361408114,1.440126777,-0.985117376,-1.490123034,-0.812418342],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.641172588,0.957930326,1.166464686],""robot_root_linear_velocity"":[0.107858129,-0.061188579,0.207180291],""robot_root_pose"":[2.304544687,-0.00031296,0.805772424,0.016877344,0.006440034,0.99978596,-0.010084333]}",official carrybox.pt,True,1|smooth_hold|+box_y|1.1|2.0,1844,1,35378,35624.0,246.0,460,860,26.100736231345053,12.139877319335938,0.586046511627907,1.0,1.2776623964309692,0.4412472711356227,2.134155750274658,8.01578426361084,-0.7840214416059818,15.658936500549316,0.49049803003882664,1.0,6.391866449855788,0.09319924981228236
official,T0055,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,-box_y,0.1,0.5,0.1,0.15,0.15,1.125,1.1036250591278076,0.717356359675768,0,,0,0.6062772870063782,-2.932687282562256,-3.071314811706543,1,0,0.8088670969009399,b37d1a34b504a21fd416095ed82af6e900cfd110,"{""box_angular_velocity"":[0.0,0.0,0.0],""box_linear_velocity"":[0.0,0.0,-0.196175486],""box_mass"":1.125,""box_pose"":[0.549999952,0.0,0.132547736,0.0,0.0,0.764192939,0.644987702],""dof_position"":[-0.115593508,-0.064746052,-0.012320553,0.300360948,-0.195070326,-0.019001871,-0.083475702,0.029394845,0.001167293,0.296318293,-0.223998114,0.039558936,0.048016004,0.019729495,-0.039579578,-0.042687569,0.180484638,0.011865744,1.147352099,0.008331287,-0.078113355,0.05443877,-0.03782244,-0.151108593,0.008053473,1.154164195,-0.111383066,0.014411789,-0.00821572],""dof_velocity"":[1.460155487,0.702920616,2.068506956,-2.447604179,1.321188092,0.714539647,1.485135555,-1.002265334,-2.011068106,-1.06355381,1.450716734,-2.256109238,-2.361958027,-0.34181416,0.623745561,2.463394165,-1.212964773,0.20323807,-1.455058575,-0.60581696,-0.349257767,1.082467079,-0.168251291,1.565045118,-0.356730878,1.445312738,-0.988606036,-1.515213132,-0.839687943],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.634959042,0.955117822,1.158339977],""robot_root_linear_velocity"":[0.119195879,-0.061470948,0.209652379],""robot_root_pose"":[2.304764509,-0.000354351,0.805820525,0.016868409,0.006288042,0.999789476,-0.009845998]}",official carrybox.pt,True,1|smooth_hold|-box_y|0.1|0.5,1344,1,35840,36036.0,196.0,160,560,0.717356359675768,1.1036251783370972,0.9857142857142858,1.0,0.79900723695755,0.25780626885326846,1.786295771598816,5.552833080291748,2.1406333363116055,56.39029693603516,0.16638993966958618,0.9995030760765076,16.167988958209754,0.19305844029453767
official,T0056,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,-box_y,0.1,1.0,0.1,0.15,0.15,1.125,1.1036250591278076,1.2691688249265525,0,,1,1.6449764966964722,-0.5269818902015686,-0.5877386331558228,0,1,0.0422003380954265,b37d1a34b504a21fd416095ed82af6e900cfd110,"{""box_angular_velocity"":[0.0,0.0,0.0],""box_linear_velocity"":[0.0,0.0,-0.196175486],""box_mass"":1.125,""box_pose"":[0.549999952,0.0,0.132547736,0.0,0.0,0.764192939,0.644987702],""dof_position"":[-0.115593508,-0.064746052,-0.012320553,0.300360948,-0.195070326,-0.019001871,-0.083475702,0.029394845,0.001167293,0.296318293,-0.223998114,0.039558936,0.048016004,0.019729495,-0.039579578,-0.042687569,0.180484638,0.011865744,1.147352099,0.008331287,-0.078113355,0.05443877,-0.03782244,-0.151108593,0.008053473,1.154164195,-0.111383066,0.014411789,-0.00821572],""dof_velocity"":[1.460155487,0.702920616,2.068506956,-2.447604179,1.321188092,0.714539647,1.485135555,-1.002265334,-2.011068106,-1.06355381,1.450716734,-2.256109238,-2.361958027,-0.34181416,0.623745561,2.463394165,-1.212964773,0.20323807,-1.455058575,-0.60581696,-0.349257767,1.082467079,-0.168251291,1.565045118,-0.356730878,1.445312738,-0.988606036,-1.515213132,-0.839687943],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.634959042,0.955117822,1.158339977],""robot_root_linear_velocity"":[0.119195879,-0.061470948,0.209652379],""robot_root_pose"":[2.304764509,-0.000354351,0.805820525,0.016868409,0.006288042,0.999789476,-0.009845998]}",official carrybox.pt,True,1|smooth_hold|-box_y|0.1|1.0,3368,1,36177,36854.0,677.0,260,660,1.2691688249265525,1.1036250591278076,0.6015151515151516,1.0,1.6761449575424194,0.45385427981276405,1.876584768295288,3.7904398441314697,4.435761325840246,65.34208679199219,0.5306188479609166,1.0,5.6988197010123365,0.16099638552316747
official,T0057,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,-box_y,0.1,2.0,0.1,0.15,0.15,1.125,1.103625,0.0,1,timeout,0,,,,0,0,4.000012397766113,4a39b65f33209517313081a4213e41dcdb1fc891,"{""box_angular_velocity"":[0.052837994,-0.617181599,0.097803824],""box_linear_velocity"":[0.099009968,0.001752293,-0.153114304],""box_mass"":1.125,""box_pose"":[0.551801324,2.9181e-05,0.133338109,-0.004432673,-0.004249524,0.764709771,0.644345641],""dof_position"":[-0.11517594,-0.065072663,-0.012358184,0.3002505,-0.195336044,-0.019023199,-0.082788348,0.029121112,0.001186112,0.296220213,-0.224485993,0.039527949,0.047393713,0.019156383,-0.040115464,-0.04304358,0.181666404,0.012035237,1.148338318,0.008116112,-0.077845067,0.053573366,-0.03779171,-0.151439324,0.0079861,1.154733062,-0.111371167,0.01444278,-0.007521228],""dof_velocity"":[1.483274221,0.704372942,2.08746314,-2.442837238,1.301213622,0.711635292,1.513735771,-0.998464286,-1.990962148,-1.051387072,1.43647337,-2.2572577,-2.372527122,-0.354026347,0.600576878,2.464832544,-1.173288703,0.213887736,-1.471862555,-0.605665207,-0.288846999,1.063055396,-0.156284437,1.539255261,-0.361416072,1.440099597,-0.985090256,-1.490104795,-0.81242317],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.641165555,0.958197773,1.16650939],""robot_root_linear_velocity"":[0.107847281,-0.06118612,0.207182392],""robot_root_pose"":[2.304544687,-0.000312931,0.805772603,0.016876258,0.006439997,0.999786019,-0.010084022]}",official carrybox.pt,False,1|smooth_hold|-box_y|0.1|2.0,6004,0,37020,,,0,0,0.0,,,,,,,,,,,,,
official,T0058,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,-box_y,0.3,0.5,0.1,0.15,0.15,1.125,3.310875,0.0,1,timeout,0,,,,0,0,4.000012397766113,b37d1a34b504a21fd416095ed82af6e900cfd110,"{""box_angular_velocity"":[0.0,0.0,0.0],""box_linear_velocity"":[0.0,0.0,-0.196175486],""box_mass"":1.125,""box_pose"":[0.549999952,0.0,0.132547736,0.0,0.0,0.764192939,0.644987702],""dof_position"":[-0.115593508,-0.064746052,-0.012320553,0.300360948,-0.195070326,-0.019001871,-0.083475702,0.029394845,0.001167293,0.296318293,-0.223998114,0.039558936,0.048016004,0.019729495,-0.039579578,-0.042687569,0.180484638,0.011865744,1.147352099,0.008331287,-0.078113355,0.05443877,-0.03782244,-0.151108593,0.008053473,1.154164195,-0.111383066,0.014411789,-0.00821572],""dof_velocity"":[1.460155487,0.702920616,2.068506956,-2.447604179,1.321188092,0.714539647,1.485135555,-1.002265334,-2.011068106,-1.06355381,1.450716734,-2.256109238,-2.361958027,-0.34181416,0.623745561,2.463394165,-1.212964773,0.20323807,-1.455058575,-0.60581696,-0.349257767,1.082467079,-0.168251291,1.565045118,-0.356730878,1.445312738,-0.988606036,-1.515213132,-0.839687943],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.634959042,0.955117822,1.158339977],""robot_root_linear_velocity"":[0.119195879,-0.061470948,0.209652379],""robot_root_pose"":[2.304764509,-0.000354351,0.805820525,0.016868409,0.006288042,0.999789476,-0.009845998]}",official carrybox.pt,False,1|smooth_hold|-box_y|0.3|0.5,6004,0,38522,,,0,0,0.0,,,,,,,,,,,,,
official,T0059,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,-box_y,0.3,1.0,0.1,0.15,0.15,1.125,3.310875177383423,3.8075064690293,0,,1,2.275424003601074,-2.3803322315216064,-2.418360948562622,0,0,0.1168854087591171,80d7eeac8463493e4c91cc2c81cc091b92354715,"{""box_angular_velocity"":[-0.297867984,-0.319351733,-0.032263845],""box_linear_velocity"":[0.100266099,-0.003789719,-0.153341889],""box_mass"":1.125,""box_pose"":[0.551815212,-6.5458e-05,0.133325085,-0.004173232,5.3513e-05,0.764057815,0.645134211],""dof_position"":[-0.115294918,-0.06437102,-0.01219273,0.300228387,-0.195379198,-0.019007172,-0.083367079,0.029741844,0.00128916,0.296228915,-0.224135965,0.03956252,0.047933102,0.01985742,-0.039993562,-0.043211214,0.181701034,0.012144069,1.148369074,0.007802482,-0.077844225,0.053500984,-0.037999902,-0.151486561,0.008080729,1.154543638,-0.111564398,0.014445913,-0.007566571],""dof_velocity"":[1.475157142,0.714877367,2.062792063,-2.443033934,1.305471897,0.717425883,1.493760943,-0.991115451,-2.016391754,-1.061908722,1.440014601,-2.25174284,-2.373425484,-0.334150642,0.610210657,2.466875315,-1.161780477,0.215045154,-1.487348318,-0.630857944,-0.281653613,1.061759233,-0.169617593,1.547168612,-0.361049801,1.434657693,-1.006056428,-1.494487405,-0.813078701],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.624226213,0.951401711,1.142729521],""robot_root_linear_velocity"":[0.111553863,-0.061321124,0.208340153],""robot_root_pose"":[2.304613113,-0.000358062,0.805795431,0.016800435,0.006173567,0.999793172,-0.009654207]}",official carrybox.pt,True,1|smooth_hold|-box_y|0.3|1.0,1600,1,40024,40259.0,235.0,260,660,3.8075064690293,3.310875177383423,0.8863636363636364,1.0,2.4509928226470947,0.37432590316077974,2.766777276992798,4.184169292449951,1.0040260343389078,43.20725631713867,0.21705269026693494,0.98362797498703,13.223554736669316,0.2698459093414523
official,T0060,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,-box_y,0.3,2.0,0.1,0.15,0.15,1.125,3.310875177383423,7.118381664021888,0,,1,1.208943247795105,-2.7910330295562744,-2.507174491882324,0,1,0.0312329139560461,b37d1a34b504a21fd416095ed82af6e900cfd110,"{""box_angular_velocity"":[0.0,0.0,0.0],""box_linear_velocity"":[0.0,0.0,-0.196175486],""box_mass"":1.125,""box_pose"":[0.549999952,0.0,0.132547736,0.0,0.0,0.764192939,0.644987702],""dof_position"":[-0.115593508,-0.064746052,-0.012320553,0.300360948,-0.195070326,-0.019001871,-0.083475702,0.029394845,0.001167293,0.296318293,-0.223998114,0.039558936,0.048016004,0.019729495,-0.039579578,-0.042687569,0.180484638,0.011865744,1.147352099,0.008331287,-0.078113355,0.05443877,-0.03782244,-0.151108593,0.008053473,1.154164195,-0.111383066,0.014411789,-0.00821572],""dof_velocity"":[1.460155487,0.702920616,2.068506956,-2.447604179,1.321188092,0.714539647,1.485135555,-1.002265334,-2.011068106,-1.06355381,1.450716734,-2.256109238,-2.361958027,-0.34181416,0.623745561,2.463394165,-1.212964773,0.20323807,-1.455058575,-0.60581696,-0.349257767,1.082467079,-0.168251291,1.565045118,-0.356730878,1.445312738,-0.988606036,-1.515213132,-0.839687943],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.634959042,0.955117822,1.158339977],""robot_root_linear_velocity"":[0.119195879,-0.061470948,0.209652379],""robot_root_pose"":[2.304764509,-0.000354351,0.805820525,0.016868409,0.006288042,0.999789476,-0.009845998]}",official carrybox.pt,True,1|smooth_hold|-box_y|0.3|2.0,2548,1,40425,40847.0,422.0,460,860,7.118381664021888,3.310875177383423,0.8244186046511628,1.0,1.208943247795105,0.3374625955242664,2.108806848526001,13.292487144470217,0.15529489465447704,9.922368049621582,0.29824437934842346,1.0,4.97494804965722,0.1124653186605428
official,T0061,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,-box_y,0.5,0.5,0.1,0.15,0.15,1.125,5.518125,0.0,1,timeout,0,,,,0,0,4.000012397766113,b37d1a34b504a21fd416095ed82af6e900cfd110,"{""box_angular_velocity"":[0.0,0.0,0.0],""box_linear_velocity"":[0.0,0.0,-0.196175486],""box_mass"":1.125,""box_pose"":[0.549999952,0.0,0.132547736,0.0,0.0,0.764192939,0.644987702],""dof_position"":[-0.115593508,-0.064746052,-0.012320553,0.300360948,-0.195070326,-0.019001871,-0.083475702,0.029394845,0.001167293,0.296318293,-0.223998114,0.039558936,0.048016004,0.019729495,-0.039579578,-0.042687569,0.180484638,0.011865744,1.147352099,0.008331287,-0.078113355,0.05443877,-0.03782244,-0.151108593,0.008053473,1.154164195,-0.111383066,0.014411789,-0.00821572],""dof_velocity"":[1.460155487,0.702920616,2.068506956,-2.447604179,1.321188092,0.714539647,1.485135555,-1.002265334,-2.011068106,-1.06355381,1.450716734,-2.256109238,-2.361958027,-0.34181416,0.623745561,2.463394165,-1.212964773,0.20323807,-1.455058575,-0.60581696,-0.349257767,1.082467079,-0.168251291,1.565045118,-0.356730878,1.445312738,-0.988606036,-1.515213132,-0.839687943],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.634959042,0.955117822,1.158339977],""robot_root_linear_velocity"":[0.119195879,-0.061470948,0.209652379],""robot_root_pose"":[2.304764509,-0.000354351,0.805820525,0.016868409,0.006288042,0.999789476,-0.009845998]}",official carrybox.pt,False,1|smooth_hold|-box_y|0.5|0.5,6004,0,41063,,,0,0,0.0,,,,,,,,,,,,,
official,T0062,legged_gym/resources/ckpt/carrybox.pt,1,smooth_hold,-box_y,0.5,1.0,0.1,0.15,0.15,1.125,5.518125057220459,6.345843840052631,0,,1,1.8590928316116333,0.6548755168914795,0.8714971542358398,0,1,0.0291761066764593,b37d1a34b504a21fd416095ed82af6e900cfd110,"{""box_angular_velocity"":[0.0,0.0,0.0],""box_linear_velocity"":[0.0,0.0,-0.196175486],""box_mass"":1.125,""box_pose"":[0.549999952,0.0,0.132547736,0.0,0.0,0.764192939,0.644987702],""dof_position"":[-0.115593508,-0.064746052,-0.012320553,0.300360948,-0.195070326,-0.019001871,-0.083475702,0.029394845,0.001167293,0.296318293,-0.223998114,0.039558936,0.048016004,0.019729495,-0.039579578,-0.042687569,0.180484638,0.011865744,1.147352099,0.008331287,-0.078113355,0.05443877,-0.03782244,-0.151108593,0.008053473,1.154164195,-0.111383066,0.014411789,-0.00821572],""dof_velocity"":[1.460155487,0.702920616,2.068506956,-2.447604179,1.321188092,0.714539647,1.485135555,-1.002265334,-2.011068106,-1.06355381,1.450716734,-2.256109238,-2.361958027,-0.34181416,0.623745561,2.463394165,-1.212964773,0.20323807,-1.455058575,-0.60581696,-0.349257767,1.082467079,-0.168251291,1.565045118,-0.356730878,1.445312738,-0.988606036,-1.515213132,-0.839687943],""goal"":[-3.450000048,0.0,0.144999996],""robot_root_angular_velocity"":[-0.634959042,0.955117822,1.158339977],""robot_root_linear_velocity"":[0.119195879,-0.061470948,0.209652379],""robot_root_pose"":[2.304764509,-0.000354351,0.805820525,0.016868409,0.006288042,0.999789476,-0.009845998]}",official carrybox.pt,True,1|smooth_hold|-box_y|0.5|1.0,2436,1,42565,43009.0,444.0,260,660,6.345843840052631,5.518125057220459,0.46060606060606063,1.0,1.890205264091492,0.46618065087858473,1.814785361289978,8.275309562683105,0.022054439927027984,48.96199035644531,0.5817117886956442,1.0,5.545111497423866,0.17344843125600054
